,id,region,price,type,sqfeet,beds,baths,cats_allowed,dogs_allowed,smoking_allowed,wheelchair_access,electric_vehicle_charge,comes_furnished,laundry_options,parking_options,lat,long,state
41424,7029564830,Gainesville,821,apartment,709,1,1.0,1,1,1,0,0,0,w/d hookups,Unknown,29.6568,-82.4996,FL
365629,7039589010,Little Rock,1200,house,1972,4,3.0,0,0,1,0,0,0,w/d hookups,off-street parking,34.8845,-92.1137,AR
239998,7048624738,Tulsa,750,apartment,950,2,1.5,0,0,1,0,0,0,laundry on site,off-street parking,36.1448,-95.8866,OK
118865,7044074899,Bowling Green,875,house,1000,3,1.0,0,0,1,0,0,0,w/d hookups,off-street parking,36.9948,-86.4709,KY
214706,7046746557,Rochester,604,apartment,630,1,1.0,1,1,0,1,1,0,laundry in bldg,Unknown,43.1579,-77.6055,NY
331123,7048953530,Roanoke,645,apartment,800,2,1.0,1,1,0,0,0,0,Unknown,Unknown,37.2886,-80.0041,VA
39968,7036693300,Gainesville,1376,apartment,1170,2,2.0,1,1,0,0,0,0,w/d in unit,Unknown,29.628,-82.3781,FL
111428,7045280545,"Kansas City, Mo",1816,apartment,2000,3,2.5,1,1,1,0,0,0,w/d hookups,off-street parking,38.9581,-94.6336,KS
98884,7039360170,Fort Wayne,706,apartment,962,2,2.0,1,1,1,0,0,0,w/d hookups,Unknown,41.0494,-85.0026,IN
144206,7051055605,Ann Arbor,2077,townhouse,1200,2,2.5,1,1,1,0,0,0,w/d in unit,attached garage,42.2521,-83.7509,MI
250504,7040829054,Harrisburg,595,apartment,1150,2,2.5,0,0,1,0,0,0,w/d hookups,Unknown,40.2793,-76.8921,PA
276915,7035911802,Nashville,1075,apartment,1207,2,2.0,0,0,1,0,0,0,Unknown,Unknown,35.8862,-86.42299999999999,TN
10491,7044016331,Stockton,1700,apartment,1056,2,1.5,1,1,0,0,0,0,w/d in unit,attached garage,38.0278,-121.363,CA
27631,7048531245,Hartford,1650,apartment,850,2,1.0,1,1,0,0,0,0,laundry in bldg,off-street parking,41.7159,-72.605,CT
327624,7049643192,Norfolk / Hampton Roads,1056,apartment,895,2,1.0,1,1,0,0,0,0,w/d hookups,Unknown,37.313,-76.7582,VA
384151,7045452806,Redding,1375,apartment,1000,2,2.0,1,1,1,0,0,0,laundry on site,carport,40.7438,-122.23899999999999,CA
166692,7047370539,Gulfport / Biloxi,769,apartment,750,1,1.0,0,0,1,0,0,0,Unknown,Unknown,30.4431,-88.854,MS
219566,7028317529,Bismarck,815,apartment,900,2,1.0,0,0,0,0,0,0,w/d in unit,detached garage,46.8394,-100.78399999999999,ND
47097,7044771108,Ocala,1199,apartment,814,1,1.0,1,1,1,0,0,0,w/d in unit,street parking,29.1524,-82.1883,FL
90672,7046906472,Chicago,1880,apartment,2200,4,2.0,0,0,1,0,0,0,no laundry on site,detached garage,42.0095,-87.6955,IL
316959,7041900996,Provo / Orem,1299,apartment,1090,3,2.0,1,1,1,0,0,0,laundry in bldg,carport,40.2891,-111.704,UT
65920,7037310160,Treasure Coast,1029,apartment,897,1,1.0,1,1,1,0,0,0,w/d hookups,Unknown,27.4493,-80.3592,FL
51972,7040403263,Panama City,1225,apartment,960,1,1.0,1,1,1,0,0,0,w/d in unit,Unknown,30.2007,-85.8136,FL
173695,7036443331,Billings,1020,apartment,1040,2,2.0,1,1,0,0,0,0,w/d in unit,detached garage,45.7945,-108.556,MT
34840,7037330154,Delaware,977,apartment,783,1,1.0,0,0,1,0,0,0,Unknown,Unknown,39.7438,-75.54899999999999,DE
50343,7042366801,Orlando,1466,apartment,1005,1,1.0,0,0,1,0,0,0,Unknown,Unknown,28.6201,-81.3656,FL
244165,7042251846,Klamath Falls,1249,house,1390,3,2.0,0,0,0,0,0,0,Unknown,attached garage,42.2201,-121.75399999999999,OR
376648,7049943701,Los Angeles,1986,apartment,712,1,1.0,0,0,1,0,0,0,Unknown,Unknown,34.1047,-117.87299999999999,CA
99043,7029634560,Fort Wayne,734,apartment,960,2,1.0,1,1,1,0,0,0,laundry on site,off-street parking,41.358999999999995,-85.0468,IN
200712,7040696555,Central Nj,2284,apartment,1287,2,2.0,1,1,1,0,0,0,Unknown,Unknown,40.5677,-74.558,NJ
48203,7022790591,Okaloosa / Walton,1195,house,928,3,2.0,1,1,1,0,0,0,Unknown,Unknown,30.4263,-86.6607,FL
95024,7043447399,"St Louis, Mo",605,apartment,750,2,1.0,1,1,1,0,0,0,laundry on site,off-street parking,38.7196,-90.27,IL
58027,7040922768,South Florida,1600,apartment,1066,1,2.0,0,0,1,0,0,0,Unknown,Unknown,25.9449,-80.1391,FL
263156,7024491179,Charleston,829,apartment,914,2,1.0,0,0,1,0,0,0,Unknown,Unknown,32.798,-80.003,SC
233316,7041395241,Youngstown,530,apartment,950,2,1.0,0,0,0,0,0,0,laundry in bldg,carport,41.0476,-80.66,OH
384433,7049861575,Reno / Tahoe,1345,apartment,925,2,2.0,1,1,1,0,0,0,w/d in unit,off-street parking,39.1751,-119.73299999999999,CA
213795,7031467866,Potsdam-Canton-Massena,299,townhouse,912,2,1.0,0,0,1,0,0,0,laundry on site,Unknown,44.8353,-74.2985,NY
52555,7030018583,Panama City,840,apartment,850,2,1.0,1,1,1,0,0,0,w/d hookups,Unknown,30.164,-85.6048,FL
276331,7035106882,Jackson,775,apartment,1150,2,2.0,0,0,1,0,0,0,Unknown,Unknown,35.6417,-88.7778,TN
190229,7037316230,Wilmington,995,apartment,724,1,1.0,0,0,1,0,0,0,Unknown,Unknown,34.268,-78.0578,NC
250550,7029071916,Harrisburg,1215,apartment,736,1,1.5,1,1,0,1,0,0,w/d in unit,Unknown,40.2628,-76.9201,PA
29047,7048596329,New Haven,1250,apartment,735,2,1.0,0,0,1,0,0,0,w/d hookups,off-street parking,41.2963,-72.9373,CT
383720,7031100126,Palm Springs,1300,condo,954,1,1.0,1,1,1,0,0,1,w/d in unit,attached garage,33.8414,-116.535,CA
328070,7037849720,Norfolk / Hampton Roads,1509,apartment,1290,3,2.0,1,1,1,0,0,0,Unknown,Unknown,36.7352,-76.2384,VA
177531,7050431910,Charlotte,1198,apartment,768,1,1.0,1,1,0,1,0,0,w/d in unit,off-street parking,35.4733,-80.8726,NC
36917,7037080979,Daytona Beach,909,apartment,758,2,1.0,1,1,1,0,0,0,w/d in unit,Unknown,29.0433,-81.3268,FL
230441,7048939586,Columbus,969,apartment,710,1,1.0,1,1,1,0,0,0,Unknown,Unknown,40.0564,-83.0417,OH
227301,7049626107,Cleveland,600,apartment,570,1,1.0,0,0,1,0,0,0,laundry in bldg,off-street parking,41.5891,-81.5031,OH
283716,7031467820,Nashville,1200,apartment,1100,2,2.0,1,1,1,0,0,0,w/d hookups,off-street parking,36.0846,-86.6436,TN
316291,7031698891,Ogden-Clearfield,1200,apartment,1307,2,2.0,1,1,1,1,1,1,w/d in unit,attached garage,41.2845,-111.99700000000001,UT
211180,7045066188,Hudson Valley,1150,apartment,1500,1,1.0,0,0,0,0,0,1,w/d in unit,off-street parking,42.0348,-74.112,NY
165653,7031020664,St Cloud,1180,apartment,730,1,1.0,1,1,1,0,0,0,Unknown,Unknown,45.2889,-93.7613,MN
202818,7043591678,South Jersey,1140,apartment,850,1,1.0,1,1,1,0,0,0,w/d in unit,off-street parking,39.7986,-75.0398,NJ
256119,7044511147,Pittsburgh,1075,apartment,770,1,1.0,1,1,0,0,0,0,laundry in bldg,attached garage,40.4288,-79.92399999999999,PA
291408,7030976127,College Station,728,townhouse,1000,2,1.5,1,1,1,0,0,1,laundry on site,off-street parking,30.6045,-96.3123,TX
348133,7045324493,Birmingham,899,apartment,933,2,1.0,1,1,1,0,0,0,w/d in unit,off-street parking,33.4237,-86.8015,AL
107223,7051115065,Omaha / Council Bluffs,830,apartment,965,2,1.0,1,1,1,0,0,0,laundry in bldg,detached garage,41.2393,-96.1358,IA
63649,7037632347,Tampa Bay Area,1340,apartment,644,1,1.0,0,0,1,0,0,0,Unknown,Unknown,27.9568,-82.7469,FL
190599,7031677449,Wilmington,1256,apartment,1047,2,2.0,1,1,1,0,0,1,w/d in unit,no parking,34.2651,-77.867,NC
169580,7036370474,Jackson,815,apartment,1167,3,2.0,0,0,1,0,0,0,laundry on site,off-street parking,32.3055,-90.2309,MS
328383,7047455343,Norfolk / Hampton Roads,1284,apartment,1115,2,2.0,1,1,1,0,0,0,Unknown,Unknown,36.7352,-76.2384,VA
138477,7025919513,Frederick,1341,apartment,805,2,1.5,1,1,1,0,0,0,w/d in unit,Unknown,39.4242,-77.4597,MD
115673,7046947714,Bowling Green,949,apartment,1200,3,2.0,1,1,1,0,0,0,Unknown,Unknown,36.9745,-86.4199,KY
191149,7039516735,Winston-Salem,725,apartment,770,2,1.0,1,1,1,0,0,0,w/d hookups,Unknown,36.092,-80.3224,NC
316590,7044907063,Provo / Orem,1504,apartment,1182,2,2.0,0,0,1,0,0,0,Unknown,Unknown,40.2972,-111.721,UT
88831,7040664882,Champaign Urbana,520,apartment,996,2,1.5,1,1,1,0,0,0,Unknown,Unknown,40.3025,-88.1335,IL
347679,7045744922,Birmingham,995,apartment,1100,2,2.0,1,1,1,0,0,0,laundry on site,off-street parking,33.3755,-86.8045,AL
305801,7040911579,Odessa / Midland,1847,apartment,748,1,1.0,1,1,1,0,0,0,w/d in unit,no parking,32.0199,-102.148,TX
7181,7050103020,Sf Bay Area,2400,flat,800,1,1.0,0,0,0,0,0,1,w/d in unit,off-street parking,37.9518,-122.26700000000001,CA
212361,7049047114,Long Island,1700,apartment,1200,2,1.0,0,0,0,0,0,0,Unknown,street parking,40.885,-73.0069,NY
105508,7051115838,Omaha / Council Bluffs,785,apartment,950,2,1.0,0,0,1,0,0,0,laundry in bldg,off-street parking,41.1435,-96.0409,IA
51749,7044122797,Panama City,1349,apartment,1096,2,2.0,1,1,0,1,0,1,w/d in unit,off-street parking,30.1904,-85.7904,FL
212236,7037565173,Long Island,1500,house,1252,5,1.5,1,1,1,0,0,0,Unknown,Unknown,40.8669,-73.1179,NY
337897,7051001390,Seattle-Tacoma,1550,apartment,700,0,1.0,1,1,0,0,0,0,laundry in bldg,street parking,47.6235,-122.325,WA
150239,7050932159,Grand Rapids,1137,apartment,1012,2,1.5,1,1,1,0,0,0,Unknown,Unknown,42.9223,-85.5622,MI
16236,7046922676,Boulder,1478,apartment,790,1,1.0,1,1,0,0,1,0,w/d in unit,detached garage,39.9749,-105.084,CO
78466,7043342279,Savannah / Hinesville,865,apartment,658,1,1.0,1,1,1,0,0,0,w/d hookups,detached garage,32.1149,-81.252,GA
292481,7017875826,College Station,599,apartment,977,2,2.0,1,1,1,0,0,0,w/d hookups,Unknown,30.5932,-96.3271,TX
171939,7048984553,Joplin,1950,apartment,1195,2,2.0,1,1,0,0,0,1,w/d in unit,Unknown,37.0721,-94.4716,MO
187024,7050973888,Raleigh / Durham / Ch,1153,apartment,1332,3,2.0,1,1,1,0,0,0,w/d hookups,Unknown,35.8537,-78.5731,NC
310626,7046295411,San Marcos,999,apartment,597,1,1.0,1,1,1,0,0,0,w/d in unit,carport,29.8754,-97.9404,TX
196550,7051136249,Las Vegas,1275,apartment,920,1,1.0,1,1,1,0,0,0,w/d in unit,carport,36.0195,-115.04700000000001,NV
202904,7049263496,South Jersey,1215,apartment,840,1,1.0,1,1,1,0,0,0,w/d in unit,off-street parking,39.8637,-74.8223,NJ
305109,7048401485,Odessa / Midland,1900,condo,1537,2,2.5,1,1,0,0,0,0,w/d hookups,attached garage,32.0124,-102.124,TX
15925,7043650599,Boulder,1095,apartment,950,3,1.0,0,0,0,0,0,0,laundry on site,off-street parking,40.1749,-105.126,CO
13532,7045198354,Ventura County,2140,apartment,1006,2,2.0,1,1,1,0,0,0,laundry on site,carport,34.2236,-119.055,CA
112934,7018769001,Lawrence,575,apartment,800,2,1.0,1,1,0,0,0,0,laundry on site,Unknown,38.9387,-95.2619,KS
218214,7045651333,New Hampshire,1095,apartment,820,2,1.0,1,0,0,0,0,0,laundry on site,off-street parking,43.2709,-71.5982,NH
300473,7051002804,Houston,819,apartment,845,2,1.5,1,1,1,0,0,0,laundry on site,Unknown,30.7378,-95.5884,TX
242103,7044430478,Corvallis/Albany,895,apartment,800,2,1.0,1,1,0,0,0,0,laundry on site,off-street parking,44.6158,-123.085,OR
235578,7046842148,Lawton,660,apartment,476,1,1.0,1,1,1,0,0,0,laundry on site,off-street parking,34.6216,-98.4811,OK
170450,7025636603,Jackson,660,apartment,656,1,1.0,1,1,1,0,0,0,w/d hookups,Unknown,32.2877,-90.2774,MS
10222,7046350371,Stockton,1294,apartment,930,2,2.0,1,1,1,0,0,0,w/d hookups,carport,38.0228,-121.361,CA
90209,7048865176,Chicago,2808,apartment,1107,2,2.0,1,1,0,1,0,0,w/d in unit,attached garage,41.8868,-87.6475,IL
347807,7031249615,Birmingham,690,apartment,952,2,1.5,0,0,1,0,0,0,Unknown,Unknown,33.4188,-86.7867,AL
105659,7045187464,Des Moines,1695,apartment,1100,3,2.5,1,1,1,0,0,0,w/d in unit,attached garage,41.643,-93.756,IA
109300,7045828777,Omaha / Council Bluffs,922,apartment,750,1,1.0,1,1,0,0,0,0,w/d in unit,Unknown,41.1618,-95.9671,IA
198469,7050902351,Reno / Tahoe,1166,apartment,739,1,1.0,1,1,0,0,0,0,w/d in unit,Unknown,39.5502,-119.71799999999999,NV
219138,7037370012,Bismarck,815,apartment,900,2,1.0,0,0,0,0,0,0,w/d in unit,detached garage,46.8394,-100.78399999999999,ND
293875,7042585130,Corpus Christi,875,apartment,663,1,1.0,1,1,1,0,0,0,Unknown,Unknown,27.7391,-97.3679,TX
273358,7046895770,Chattanooga,975,apartment,1030,2,2.0,1,1,1,0,0,0,w/d in unit,Unknown,35.025,-85.1459,TN
226021,7045434784,Cincinnati,830,apartment,902,2,1.5,1,1,1,0,0,0,laundry on site,off-street parking,39.0082,-84.5977,OH
45246,7031637510,Lakeland,1100,apartment,822,1,1.0,0,0,1,0,0,0,Unknown,Unknown,28.2531,-81.6509,FL
294653,7034123143,Corpus Christi,925,apartment,817,2,1.0,1,1,1,0,0,0,w/d hookups,Unknown,27.6758,-97.3475,TX
298880,7044650963,Galveston,1126,apartment,975,2,1.0,1,1,1,0,0,0,laundry on site,carport,29.5463,-95.088,TX
104693,7035082921,Des Moines,1590,apartment,1320,2,2.0,1,1,0,1,0,1,w/d in unit,attached garage,41.5868,-93.7872,IA
44451,7048279497,Jacksonville,1000,apartment,1196,3,2.5,1,1,1,0,0,0,w/d hookups,off-street parking,30.351,-81.5061,FL
312877,7014116963,Tyler / East Tx,1024,manufactured,1216,3,2.0,1,1,1,0,0,0,w/d hookups,off-street parking,32.3466,-95.334,TX
36116,7042448386,Daytona Beach,1300,manufactured,1300,2,2.0,0,0,0,0,0,1,w/d in unit,off-street parking,28.9012,-80.8582,FL
52926,7048931752,Pensacola,1297,apartment,1257,3,2.0,1,1,1,0,0,0,w/d hookups,street parking,30.5241,-87.2167,FL
175404,7032660505,Asheville,1445,apartment,1298,3,2.0,1,1,1,0,0,0,w/d hookups,off-street parking,35.5376,-82.7001,NC
324338,7036535638,Fredericksburg,1260,apartment,690,1,1.0,1,1,1,0,0,0,w/d in unit,Unknown,38.4586,-77.4306,VA
168688,7044862988,Jackson,683,apartment,950,2,2.0,1,1,1,0,0,0,laundry on site,off-street parking,32.2863,-90.2535,MS
136664,7039561490,Frederick,1343,apartment,805,2,1.5,1,1,1,0,0,0,w/d in unit,Unknown,39.4242,-77.4597,MD
259027,7019476703,York,943,apartment,1175,2,2.0,1,1,1,0,0,0,w/d hookups,off-street parking,39.9464,-76.6521,PA
245187,7051201685,Portland,1650,apartment,862,2,2.0,1,1,0,0,1,0,w/d hookups,off-street parking,45.5201,-122.86,OR
63845,7040684485,Tampa Bay Area,1328,apartment,1020,2,1.0,1,1,1,0,0,0,Unknown,Unknown,27.8738,-82.64,FL
98384,7030878758,Evansville,800,apartment,830,1,1.0,0,0,1,0,0,0,Unknown,Unknown,37.9863,-87.6257,IN
51825,7033555764,Panama City,1367,apartment,1361,3,3.0,1,1,0,0,0,0,w/d hookups,Unknown,30.1653,-85.5763,FL
32890,7049610750,"Washington, Dc",2250,apartment,578,1,1.0,0,0,1,0,0,0,laundry in bldg,Unknown,38.9067,-77.0312,DC
381426,7049622345,Orange County,3200,house,1500,4,2.0,0,0,1,0,0,0,w/d in unit,attached garage,33.721,-118.00299999999999,CA
351968,7046820160,Mobile,1406,apartment,1562,3,2.0,1,1,1,0,0,0,w/d hookups,off-street parking,30.531,-87.8838,AL
320245,7045501659,Salt Lake City,1168,apartment,1017,2,1.0,0,0,1,0,0,0,Unknown,Unknown,40.6916,-112.001,UT
300520,7037787349,Houston,1359,apartment,930,2,2.0,0,0,1,0,0,0,Unknown,Unknown,29.6964,-95.3878,TX
188698,7048469020,Raleigh / Durham / Ch,1225,manufactured,2128,4,2.0,0,0,1,0,0,0,w/d hookups,off-street parking,35.7359,-78.5757,NC
284698,7043680500,Abilene,700,apartment,670,1,1.0,1,1,1,0,0,0,laundry on site,Unknown,32.431999999999995,-99.7724,TX
234458,7033993047,Toledo,1295,apartment,940,2,1.5,1,0,0,1,0,0,w/d in unit,off-street parking,41.6903,-83.7231,OH
142771,7046741771,Worcester / Central Ma,2069,apartment,778,1,1.0,1,1,0,1,0,0,w/d in unit,detached garage,42.4321,-71.455,MA
209809,7042833996,Buffalo,800,house,1353,3,1.0,1,1,1,1,0,0,Unknown,Unknown,42.8811,-78.8104,NY
207353,7035171227,Santa Fe / Taos,799,apartment,520,0,1.0,1,1,1,0,0,0,laundry on site,Unknown,35.6385,-106.024,NM
176325,7031929843,Asheville,1500,house,1092,3,1.0,1,0,0,0,0,0,w/d in unit,carport,35.5808,-82.6078,NC
222451,7011097254,North Dakota,935,apartment,1050,2,2.0,0,0,0,0,0,0,w/d in unit,detached garage,48.192,-101.29299999999999,ND
313361,7047414982,Waco,1003,apartment,561,1,1.0,1,1,1,0,0,0,w/d in unit,carport,31.5489,-97.1262,TX
358821,7042661150,Phoenix,268,apartment,300,0,1.0,1,1,0,0,0,1,laundry on site,Unknown,33.4347,-112.277,AZ
195366,7024711687,Lincoln,1040,apartment,1116,3,2.0,1,1,1,0,0,0,w/d hookups,Unknown,40.7947,-96.7314,NE
62692,7027391567,Tallahassee,845,apartment,718,1,1.0,1,1,1,0,0,0,laundry on site,Unknown,30.4874,-84.3189,FL
165551,7033285115,St Cloud,1434,apartment,1056,2,2.0,1,1,1,0,0,0,Unknown,Unknown,45.2889,-93.7613,MN
346719,7043122820,Wyoming,1000,condo,1000,2,2.5,0,0,1,0,0,0,w/d in unit,Unknown,41.1701,-104.825,WY
31381,7049781187,"Washington, Dc",1528,apartment,728,2,1.0,1,1,0,0,0,1,laundry in bldg,Unknown,39.04,-77.0444,DC
365328,7017692201,Jonesboro,1200,apartment,1500,3,2.0,1,1,1,1,0,0,w/d in unit,off-street parking,35.7792,-90.766,AR
109630,7044866392,Omaha / Council Bluffs,742,apartment,850,2,1.0,1,1,1,0,0,0,laundry in bldg,off-street parking,41.2955,-96.1008,IA
103981,7036753057,Cedar Rapids,999,apartment,960,2,1.5,1,1,1,0,0,0,w/d hookups,street parking,42.0453,-91.6387,IA
76377,7029496093,Macon / Warner Robins,965,apartment,1200,2,2.0,1,1,1,0,0,0,w/d hookups,off-street parking,32.7478,-83.6713,GA
66825,7015991504,Treasure Coast,1349,apartment,1100,2,2.0,1,1,1,0,0,0,w/d hookups,Unknown,27.2889,-80.298,FL
205642,7049069831,Albuquerque,970,apartment,1406,3,2.5,1,1,1,0,0,0,laundry on site,Unknown,35.1506,-106.569,NM
323913,7040657215,Fredericksburg,1494,apartment,1128,3,2.0,1,1,1,0,0,0,w/d in unit,off-street parking,38.4586,-77.4306,VA
342840,7039356645,Madison,1080,apartment,606,0,1.0,1,1,1,0,0,0,w/d in unit,attached garage,43.08,-89.5368,WI
214658,7046909304,Rochester,1626,apartment,1399,3,2.0,1,1,0,0,0,0,w/d in unit,attached garage,42.9842,-77.3723,NY
58462,7049223069,Space Coast,1406,apartment,1185,3,2.0,1,1,1,0,0,0,w/d hookups,Unknown,28.0939,-80.6839,FL
150143,7026732131,Flint,799,apartment,900,2,1.0,1,1,0,0,0,0,laundry on site,Unknown,43.066,-83.861,MI
131218,7051019156,Maine,1150,townhouse,1100,3,1.5,1,0,1,0,0,0,w/d hookups,off-street parking,43.692,-70.2997,ME
79396,7036666182,Savannah / Hinesville,1139,apartment,1080,2,2.0,1,1,0,0,0,0,w/d hookups,carport,31.9992,-81.1036,GA
457,7048344374,Reno / Tahoe,289,apartment,250,0,1.0,1,1,1,1,0,1,laundry on site,Unknown,39.5357,-119.805,CA
269622,7042739903,Myrtle Beach,1375,house,1350,3,2.0,0,0,0,0,0,0,w/d hookups,attached garage,33.7377,-78.9787,SC
326351,7040229887,New River Valley,650,apartment,990,2,1.0,1,1,1,0,0,0,laundry in bldg,off-street parking,36.9961,-79.8818,VA
92539,7046684941,"Quad Cities, Ia/Il",900,house,1241,2,1.0,1,1,1,0,0,0,Unknown,detached garage,41.5164,-90.6141,IL
67872,7043603661,Athens,1730,apartment,960,2,2.0,1,1,0,0,0,1,w/d in unit,off-street parking,33.9321,-83.3525,GA
248656,7035971496,Salem,1380,apartment,882,2,1.0,1,1,1,0,0,0,w/d hookups,carport,44.8692,-123.02,OR
378408,7012126928,Modesto,2115,apartment,1217,2,2.0,1,1,1,0,0,0,w/d in unit,attached garage,37.7808,-121.234,CA
136061,7038810769,Boston,2000,house,1900,2,1.0,0,0,0,0,0,0,w/d in unit,street parking,42.376999999999995,-71.1256,MA
315091,7032013375,Wichita Falls,699,apartment,1017,2,2.0,1,1,1,1,0,0,w/d hookups,Unknown,33.8487,-98.5015,TX
150381,7049777651,Grand Rapids,1351,apartment,1121,2,1.5,1,1,0,0,0,0,w/d in unit,Unknown,42.8977,-85.7186,MI
644,7047428154,Reno / Tahoe,1525,apartment,1007,2,2.0,1,1,1,0,0,0,w/d in unit,carport,39.6269,-119.708,CA
139055,7041429882,Western Maryland,1000,apartment,1800,2,1.0,0,0,1,0,0,0,w/d hookups,off-street parking,39.6307,-79.9895,MD
329094,7050825369,Richmond,1399,apartment,1010,2,2.0,1,1,0,1,0,1,w/d in unit,detached garage,37.3178,-76.7634,VA
47997,7041383178,Okaloosa / Walton,1389,apartment,848,1,1.0,1,1,1,0,0,0,w/d hookups,Unknown,30.3659,-86.2458,FL
209414,7037655555,Buffalo,1045,apartment,850,2,1.0,1,0,1,0,0,0,w/d hookups,attached garage,42.957,-78.8694,NY
294962,7039508780,Dallas / Fort Worth,1347,apartment,715,1,1.0,1,1,1,0,0,0,w/d in unit,Unknown,32.8756,-96.7495,TX
40015,7048419698,Gainesville,1099,apartment,1100,2,1.5,1,1,1,0,0,0,laundry on site,off-street parking,29.6342,-82.3433,FL
187883,7049673040,Raleigh / Durham / Ch,1175,apartment,1063,2,2.0,0,0,1,0,0,0,Unknown,Unknown,35.8812,-78.6957,NC
308787,7050407523,San Antonio,1400,house,1400,3,2.0,0,1,0,0,0,0,w/d hookups,attached garage,29.5572,-98.6249,TX
142411,7016838934,Western Massachusetts,1525,apartment,537,1,1.5,1,0,1,0,0,0,laundry in bldg,off-street parking,42.4363,-70.9374,MA
337799,7051020311,Seattle-Tacoma,1685,apartment,970,2,2.0,1,1,1,0,0,0,w/d in unit,off-street parking,47.3203,-122.31200000000001,WA
150354,7050033390,Grand Rapids,895,apartment,800,1,1.0,1,0,1,0,0,0,no laundry on site,off-street parking,42.9699,-85.6841,MI
23574,7049365662,Fort Collins / North Co,1697,apartment,1084,3,2.0,1,1,1,1,0,0,w/d in unit,Unknown,40.3833,-104.736,CO
243100,7047428636,Eugene,619,apartment,1060,4,2.0,0,0,1,0,0,0,Unknown,Unknown,44.0435,-123.06200000000001,OR
78574,7040725260,Savannah / Hinesville,905,apartment,1132,2,2.0,1,1,1,0,0,0,w/d hookups,detached garage,32.1149,-81.252,GA
324049,7039384429,Fredericksburg,1123,apartment,921,2,1.5,1,1,1,0,0,0,laundry in bldg,Unknown,38.2921,-77.4817,VA
19380,7046015198,Colorado Springs,1105,apartment,650,1,1.0,1,1,1,0,0,0,w/d in unit,carport,38.9492,-104.792,CO
223249,7041954504,Akron / Canton,927,apartment,1160,2,2.0,1,0,1,0,0,1,w/d in unit,off-street parking,41.1379,-81.5409,OH
28817,7014654724,Hartford,995,apartment,900,2,1.0,0,0,1,0,0,0,Unknown,detached garage,41.7575,-72.7144,CT
226519,7048478516,Cleveland,1800,duplex,2800,4,1.5,0,0,0,0,0,0,laundry on site,attached garage,41.4673,-81.568,OH
245683,7036606172,Portland,2199,townhouse,1200,2,1.0,1,1,0,0,0,0,laundry in bldg,street parking,45.5264,-122.68799999999999,OR
255525,7050802681,Pittsburgh,1129,townhouse,870,2,1.0,1,0,1,0,0,0,w/d in unit,off-street parking,40.475,-79.9323,PA
187131,7035988134,Raleigh / Durham / Ch,1025,apartment,700,1,1.0,1,1,1,0,0,0,Unknown,Unknown,35.9112,-78.9178,NC
47658,7047537110,Okaloosa / Walton,1389,apartment,848,1,1.0,1,1,1,0,0,0,w/d hookups,Unknown,30.3659,-86.2458,FL
358598,7020914000,Mohave County,870,apartment,650,1,1.0,1,1,1,0,0,0,w/d in unit,carport,35.106,-114.595,AZ
105681,7045090276,Des Moines,740,apartment,648,1,1.0,1,0,1,0,0,0,laundry in bldg,Unknown,41.598,-93.5061,IA
103215,7027209305,Ames,900,condo,2002,3,2.5,1,1,1,0,0,0,Unknown,Unknown,41.8257,-93.6106,IA
18815,7044736400,Colorado Springs,1445,apartment,1042,2,2.0,1,1,1,0,0,0,w/d in unit,Unknown,38.8152,-104.77,CO
